"id","user_id","date","ref","amount"
"201","1726","2023-10-05 15:05:00","***0890","900.00"
"202","627","2023-10-05 15:06:00","***3550","300.00"
"203","266","2023-10-05 15:29:00","***6250","800.00"
"204","1769","2023-10-05 15:31:00","***8160","600.00"
"205","2413","2023-10-05 16:06:00","***3300","400.00"
"206","1806","2023-10-05 16:27:00","***9740","500.00"
"207","1788","2023-10-05 16:48:00","***8410","200.00"
"208","2546","2023-10-05 17:04:00","***7300","900.00"
"209","439","2023-10-05 17:42:00","***4560","1000.00"
"210","495","2023-10-05 18:40:00","***7160","900.00"
"211","1197","2023-10-05 19:56:00","***0890","200.00"
"212","2386","2023-10-05 20:04:00","***8980","700.00"
"213","2550","2023-10-05 20:13:00","***0980","800.00"
"214","2883","2023-10-05 21:38:00","***6040","200.00"
"215","580","2023-10-05 21:47:00","***5140","100.00"
"216","993","2023-10-05 22:34:00","***1490","900.00"
"217","1576","2023-10-05 22:47:00","***6080","500.00"
"218","1874","2023-10-05 22:51:00","***4630","600.00"
"219","1542","2023-10-05 23:16:00","***8710","400.00"
"220","2123","2023-10-05 23:24:00","***8860","200.00"
"221","2657","2023-10-05 23:31:00","***9800","100.00"
"222","2819","2023-10-05 23:54:00","***1210","1000.00"
"223","2618","2023-10-06 00:12:00","***0000","800.00"
"224","880","2023-10-06 00:37:00","***3650","700.00"
"225","2782","2023-10-06 00:43:00","***0000","500.00"
"226","1930","2023-10-06 01:02:00","***1390","500.00"
"227","1793","2023-10-06 02:24:00","***1660","100.00"
"228","2710","2023-10-06 02:53:00","***4240","800.00"
"229","2695","2023-10-06 04:01:00","***5020","400.00"
"230","1374","2023-10-06 04:04:00","***9350","800.00"
"231","610","2023-10-06 04:06:00","***7380","200.00"
"232","2728","2023-10-06 04:23:00","***8650","100.00"
"233","2894","2023-10-06 07:51:00","***3000","800.00"
"234","654","2023-10-06 08:27:00","***7020","900.00"
"235","393","2023-10-06 09:07:00","***2550","800.00"
"236","2822","2023-10-06 10:26:00","***8000","100.00"
"237","2471","2023-10-06 11:05:00","***9610","100.00"
"238","488","2023-10-06 11:49:00","***1990","1000.00"
"239","1951","2023-10-06 12:38:00","***8290","800.00"
"240","2413","2023-10-06 12:43:00","***3300","100.00"
"241","1018","2023-10-06 14:23:00","***0020","800.00"
"242","1354","2023-10-06 15:38:00","***7850","400.00"
"243","2396","2023-10-06 16:12:00","***1500","100.00"
"244","597","2023-10-06 17:03:00","***1480","800.00"
"245","2","2023-10-06 17:21:00","***8590","800.00"
"246","149","2023-10-06 18:08:00","***0600","600.00"
"247","2593","2023-10-06 18:30:00","***6230","1000.00"
"248","140","2023-10-06 18:39:00","***2560","600.00"
"249","1322","2023-10-06 19:30:00","***6590","500.00"
"250","1517","2023-10-06 21:33:00","***2910","400.00"
"251","2187","2023-10-06 23:51:00","***7620","700.00"
"252","197","2023-10-07 00:21:00","***9360","700.00"
"253","2354","2023-10-07 01:29:00","***1810","500.00"
"254","2669","2023-10-07 01:57:00","***9170","700.00"
"255","288","2023-10-07 03:42:00","***0190","800.00"
"256","677","2023-10-07 03:51:00","***4630","400.00"
"257","93","2023-10-07 03:52:00","***3330","400.00"
"258","1365","2023-10-07 04:32:00","***9370","700.00"
"259","153","2023-10-07 04:41:00","***1760","800.00"
"260","471","2023-10-07 04:50:00","***9660","100.00"
"261","2507","2023-10-07 04:58:00","***5120","400.00"
"262","1471","2023-10-07 05:05:00","***9280","800.00"
"263","472","2023-10-07 06:00:00","***3660","300.00"
"264","2169","2023-10-07 06:08:00","***6750","700.00"
"265","341","2023-10-07 06:32:00","***6950","600.00"
"266","858","2023-10-07 08:10:00","***5360","200.00"
"267","296","2023-10-07 08:11:00","***7360","300.00"
"268","2551","2023-10-07 08:11:00","***8720","700.00"
"269","1700","2023-10-07 08:34:00","***9110","100.00"
"270","1206","2023-10-07 09:09:00","***6350","1000.00"
"271","2354","2023-10-07 09:59:00","***1810","300.00"
"272","2127","2023-10-07 10:59:00","***2280","1000.00"
"273","1162","2023-10-07 11:08:00","***2780","600.00"
"274","2185","2023-10-07 11:36:00","***6990","600.00"
"275","365","2023-10-07 11:49:00","***4220","500.00"
"276","460","2023-10-07 12:22:00","***4290","700.00"
"277","1592","2023-10-07 12:58:00","***4440","100.00"
"278","370","2023-10-07 13:48:00","***8600","300.00"
"279","2016","2023-10-07 14:02:00","***5940","600.00"
"280","1856","2023-10-07 14:24:00","***5400","700.00"
"281","1357","2023-10-07 14:29:00","***3000","100.00"
"282","1809","2023-10-07 14:33:00","***9850","1000.00"
"283","1511","2023-10-07 14:43:00","***9770","100.00"
"284","971","2023-10-07 15:13:00","***3930","400.00"
"285","2063","2023-10-07 15:25:00","***5140","700.00"
"286","1043","2023-10-07 16:50:00","***7460","600.00"
"287","1733","2023-10-07 17:43:00","***6770","300.00"
"288","2501","2023-10-07 18:37:00","***3480","800.00"
"289","1791","2023-10-07 19:21:00","***4460","900.00"
"290","714","2023-10-07 19:27:00","***7560","900.00"
"291","1958","2023-10-07 20:47:00","***3280","600.00"
"292","2817","2023-10-07 20:59:00","***4490","900.00"
"293","1675","2023-10-07 21:17:00","***0920","100.00"
"294","1718","2023-10-07 21:56:00","***0020","700.00"
"295","2606","2023-10-07 21:59:00","***0000","1000.00"
"296","1525","2023-10-08 00:26:00","***9120","1000.00"
"297","2724","2023-10-08 01:42:00","***2410","500.00"
"298","2403","2023-10-08 01:51:00","***6850","200.00"
"299","1131","2023-10-08 02:06:00","***6090","100.00"
"300","1546","2023-10-08 04:17:00","***2950","800.00"
"301","515","2023-10-08 04:18:00","***7480","400.00"
"302","1204","2023-10-08 04:58:00","***7890","600.00"
"303","1447","2023-10-08 06:14:00","***3560","500.00"
"304","598","2023-10-08 06:18:00","***7290","200.00"
"305","1700","2023-10-08 08:15:00","***9110","400.00"
"306","2436","2023-10-08 08:40:00","***2320","900.00"
"307","789","2023-10-08 09:02:00","***1880","400.00"
"308","1072","2023-10-08 09:29:00","***5190","100.00"
"309","2137","2023-10-08 10:56:00","***5080","600.00"
"310","2314","2023-10-08 11:10:00","***9520","200.00"
"311","837","2023-10-08 11:41:00","***6160","200.00"
"312","477","2023-10-08 13:38:00","***9820","400.00"
"313","83","2023-10-08 14:01:00","***4620","400.00"
"314","2987","2023-10-08 14:24:00","***0030","300.00"
"315","878","2023-10-08 14:34:00","***8310","400.00"
"316","1422","2023-10-08 15:44:00","***2220","500.00"
"317","905","2023-10-08 16:25:00","***8400","200.00"
"318","40","2023-10-08 17:55:00","***5280","300.00"
"319","2225","2023-10-08 18:58:00","***8240","100.00"
"320","144","2023-10-08 19:11:00","***0640","800.00"
"321","2567","2023-10-08 19:34:00","***8750","600.00"
"322","1045","2023-10-08 19:45:00","***2950","400.00"
"323","2","2023-10-08 20:53:00","***8590","500.00"
"324","2109","2023-10-08 20:55:00","***1380","100.00"
"325","2202","2023-10-08 21:42:00","***6540","300.00"
"326","1625","2023-10-08 22:00:00","***9160","200.00"
"327","72","2023-10-08 22:16:00","***8490","100.00"
"328","1383","2023-10-08 22:26:00","***8350","400.00"
"329","1926","2023-10-08 23:43:00","***9100","700.00"
"330","1899","2023-10-08 23:59:00","***1640","100.00"
"331","2187","2023-10-09 00:12:00","***7620","300.00"
"332","2835","2023-10-09 00:49:00","***2790","800.00"
"333","2831","2023-10-09 00:59:00","***2130","400.00"
"334","295","2023-10-09 01:30:00","***3610","300.00"
"335","73","2023-10-09 04:16:00","***6500","200.00"
"336","942","2023-10-09 04:18:00","***9380","700.00"
"337","2045","2023-10-09 04:37:00","***4990","1000.00"
"338","1502","2023-10-09 05:05:00","***7000","600.00"
"339","1985","2023-10-09 05:10:00","***6130","800.00"
"340","2339","2023-10-09 05:30:00","***0400","500.00"
"341","321","2023-10-09 05:53:00","***3550","300.00"
"342","112","2023-10-09 06:25:00","***3320","300.00"
"343","2413","2023-10-09 06:34:00","***3300","300.00"
"344","1830","2023-10-09 06:48:00","***9470","300.00"
"345","737","2023-10-09 06:59:00","***7580","900.00"
"346","2778","2023-10-09 07:52:00","***3370","700.00"
"347","2017","2023-10-09 08:28:00","***3580","400.00"
"348","1467","2023-10-09 08:55:00","***6180","1000.00"
"349","727","2023-10-09 09:05:00","***7340","900.00"
"350","981","2023-10-09 09:26:00","***7350","100.00"
"351","609","2023-10-09 09:34:00","***6290","900.00"
"352","1056","2023-10-09 10:28:00","***0550","1000.00"
"353","2069","2023-10-09 10:54:00","***7500","800.00"
"354","1147","2023-10-09 11:10:00","***6140","200.00"
"355","33","2023-10-09 11:29:00","***5510","500.00"
"356","688","2023-10-09 11:32:00","***5170","400.00"
"357","360","2023-10-09 12:04:00","***2390","500.00"
"358","2410","2023-10-09 12:08:00","***2100","500.00"
"359","2579","2023-10-09 12:25:00","***8000","700.00"
"360","2691","2023-10-09 13:00:00","***0000","700.00"
"361","2857","2023-10-09 13:08:00","***0110","800.00"
"362","1502","2023-10-09 13:31:00","***7000","100.00"
"363","1286","2023-10-09 15:01:00","***1060","100.00"
"364","2328","2023-10-09 15:55:00","***8580","200.00"
"365","1969","2023-10-09 16:39:00","***1090","100.00"
"366","1295","2023-10-09 18:27:00","***5790","100.00"
"367","688","2023-10-09 18:50:00","***5170","500.00"
"368","1012","2023-10-09 18:57:00","***3300","500.00"
"369","1536","2023-10-09 19:54:00","***5090","900.00"
"370","803","2023-10-09 20:14:00","***1600","1000.00"
"371","2687","2023-10-09 23:08:00","***3550","800.00"
"372","1307","2023-10-10 01:12:00","***3820","400.00"
"373","1227","2023-10-10 01:12:00","***7160","500.00"
"374","1715","2023-10-10 01:33:00","***9800","300.00"
"375","2652","2023-10-10 01:41:00","***8470","700.00"
"376","144","2023-10-10 01:44:00","***0640","300.00"
"377","474","2023-10-10 01:49:00","***7760","800.00"
"378","1415","2023-10-10 02:14:00","***7120","700.00"
"379","684","2023-10-10 02:22:00","***6770","300.00"
"380","2437","2023-10-10 03:08:00","***9490","700.00"
"381","497","2023-10-10 05:24:00","***9030","900.00"
"382","1015","2023-10-10 06:01:00","***9810","900.00"
"383","1112","2023-10-10 06:22:00","***4750","900.00"
"384","2027","2023-10-10 08:22:00","***1000","100.00"
"385","549","2023-10-10 08:29:00","***8360","1000.00"
"386","945","2023-10-10 08:34:00","***9390","200.00"
"387","2327","2023-10-10 08:46:00","***1610","500.00"
"388","521","2023-10-10 08:50:00","***1250","300.00"
"389","1525","2023-10-10 09:00:00","***9120","900.00"
"390","2890","2023-10-10 10:05:00","***2650","500.00"
"391","1813","2023-10-10 10:55:00","***3150","700.00"
"392","1251","2023-10-10 13:37:00","***0570","300.00"
"393","227","2023-10-10 13:43:00","***7730","400.00"
"394","1588","2023-10-10 14:29:00","***4450","800.00"
"395","581","2023-10-10 14:48:00","***1060","100.00"
"396","2125","2023-10-10 15:10:00","***1460","100.00"
"397","305","2023-10-10 15:15:00","***3750","700.00"
"398","890","2023-10-10 15:21:00","***6060","500.00"
"399","2180","2023-10-10 15:24:00","***5150","200.00"
"400","1271","2023-10-10 15:41:00","***8580","1000.00"
"401","1455","2023-10-10 16:34:00","***2290","200.00"
"402","1508","2023-10-10 17:12:00","***7020","300.00"
"403","988","2023-10-10 17:42:00","***5320","900.00"
"404","647","2023-10-10 18:04:00","***5630","800.00"
"405","2051","2023-10-10 19:54:00","***2150","1000.00"
"406","2434","2023-10-10 20:19:00","***6380","400.00"
"407","1101","2023-10-10 21:04:00","***6690","500.00"
"408","1826","2023-10-10 21:43:00","***5800","500.00"
"409","2585","2023-10-10 22:22:00","***0600","200.00"
"410","298","2023-10-10 22:51:00","***1410","700.00"
"411","194","2023-10-11 00:17:00","***7680","800.00"
"412","2064","2023-10-11 01:02:00","***7830","700.00"
"413","2450","2023-10-11 01:12:00","***6700","300.00"
"414","757","2023-10-11 02:15:00","***1110","600.00"
"415","2750","2023-10-11 02:41:00","***5990","700.00"
"416","2812","2023-10-11 02:50:00","***3510","800.00"
"417","1451","2023-10-11 03:19:00","***9030","600.00"
"418","2176","2023-10-11 03:41:00","***5750","100.00"
"419","1264","2023-10-11 04:39:00","***3770","800.00"
"420","1131","2023-10-11 04:50:00","***6090","100.00"
"421","42","2023-10-11 05:42:00","***4550","400.00"
"422","2861","2023-10-11 06:21:00","***8080","500.00"
"423","393","2023-10-11 06:38:00","***2550","900.00"
"424","1505","2023-10-11 06:58:00","***2120","500.00"
"425","896","2023-10-11 07:34:00","***1860","100.00"
"426","730","2023-10-11 08:16:00","***3240","400.00"
"427","41","2023-10-11 08:57:00","***7160","200.00"
"428","2729","2023-10-11 09:07:00","***5410","600.00"
"429","1278","2023-10-11 09:37:00","***5120","300.00"
"430","1844","2023-10-11 09:37:00","***1850","200.00"
"431","560","2023-10-11 09:45:00","***3800","200.00"
"432","733","2023-10-11 10:25:00","***7030","400.00"
"433","177","2023-10-11 10:45:00","***1910","900.00"
"434","2290","2023-10-11 11:17:00","***2990","300.00"
"435","870","2023-10-11 11:21:00","***5090","100.00"
"436","2875","2023-10-11 11:25:00","***2300","700.00"
"437","1225","2023-10-11 11:25:00","***6550","400.00"
"438","260","2023-10-11 11:50:00","***6050","800.00"
"439","427","2023-10-11 12:17:00","***6080","300.00"
"440","2167","2023-10-11 13:19:00","***7190","600.00"
"441","2023","2023-10-11 13:48:00","***2900","300.00"
"442","1526","2023-10-11 14:41:00","***7070","600.00"
"443","1102","2023-10-11 14:58:00","***3180","800.00"
"444","1901","2023-10-11 15:37:00","***3020","400.00"
"445","2607","2023-10-11 15:38:00","***7300","1000.00"
"446","1451","2023-10-11 15:44:00","***9030","700.00"
"447","332","2023-10-11 16:04:00","***0420","700.00"
"448","1755","2023-10-11 16:12:00","***8230","400.00"
"449","375","2023-10-11 16:33:00","***0880","200.00"
"450","1480","2023-10-11 16:52:00","***2090","900.00"
"451","2158","2023-10-11 17:53:00","***2950","900.00"
"452","2359","2023-10-11 17:54:00","***0670","400.00"
"453","2050","2023-10-11 18:13:00","***7290","600.00"
"454","584","2023-10-11 18:34:00","***3080","1000.00"
"455","70","2023-10-11 19:39:00","***7860","200.00"
"456","582","2023-10-11 19:50:00","***8050","400.00"
"457","393","2023-10-11 20:15:00","***2550","300.00"
"458","1917","2023-10-11 22:37:00","***2220","800.00"
"459","945","2023-10-11 23:02:00","***9390","900.00"
"460","2139","2023-10-11 23:12:00","***5440","900.00"
"461","899","2023-10-11 23:18:00","***6660","200.00"
"462","1718","2023-10-11 23:24:00","***0020","100.00"
"463","280","2023-10-11 23:26:00","***6700","300.00"
"464","893","2023-10-11 23:42:00","***9990","700.00"
"465","1298","2023-10-11 23:51:00","***0580","600.00"
"466","580","2023-10-12 00:44:00","***5140","700.00"
"467","1424","2023-10-12 00:48:00","***5420","200.00"
"468","126","2023-10-12 01:41:00","***8880","900.00"
"469","2431","2023-10-12 02:16:00","***3140","700.00"
"470","1038","2023-10-12 04:10:00","***4880","800.00"
"471","2976","2023-10-12 05:18:00","***9060","300.00"
"472","2165","2023-10-12 06:03:00","***3340","600.00"
"473","2968","2023-10-12 06:15:00","***1740","100.00"
"474","1175","2023-10-12 07:15:00","***6480","1000.00"
"475","1405","2023-10-12 07:29:00","***2260","400.00"
"476","2900","2023-10-12 07:52:00","***1070","300.00"
"477","1682","2023-10-12 08:27:00","***1190","500.00"
"478","767","2023-10-12 09:27:00","***3270","600.00"
"479","1424","2023-10-12 10:08:00","***5420","300.00"
"480","1465","2023-10-12 10:27:00","***4880","1000.00"
"481","1491","2023-10-12 12:34:00","***7890","900.00"
"482","2002","2023-10-12 13:02:00","***5520","600.00"
"483","1457","2023-10-12 13:07:00","***0290","700.00"
"484","2232","2023-10-12 13:20:00","***2070","700.00"
"485","2101","2023-10-12 13:25:00","***8130","800.00"
"486","1224","2023-10-12 13:50:00","***6420","500.00"
"487","1979","2023-10-12 14:52:00","***8050","800.00"
"488","1463","2023-10-12 15:07:00","***6710","800.00"
"489","47","2023-10-12 16:01:00","***0420","600.00"
"490","1927","2023-10-12 16:37:00","***2680","1000.00"
"491","2307","2023-10-12 16:38:00","***7760","200.00"
"492","2528","2023-10-12 18:39:00","***6370","200.00"
"493","888","2023-10-12 19:19:00","***7680","200.00"
"494","442","2023-10-12 19:39:00","***6280","1000.00"
"495","1231","2023-10-12 20:13:00","***0510","300.00"
"496","2781","2023-10-12 22:18:00","***7950","300.00"
"497","2978","2023-10-12 22:32:00","***1000","500.00"
"498","2950","2023-10-12 22:32:00","***4860","300.00"
"499","1971","2023-10-12 23:00:00","***4110","500.00"
"500","1554","2023-10-12 23:35:00","***6990","900.00"
"501","1141","2023-10-13 00:48:00","***6340","1000.00"
"502","2762","2023-10-13 00:52:00","***4070","300.00"
